Source Country,Country,Distri rrondissement/County,State/Region (ISO 3166-2),Abv,Subregion,Pop,Type,Metro Area,Sub Country,lookup,Census Year,,Subtype,Admin Level,Region (ISO 3166-2),Primary Name,Direct Subtype,Direct Admin,Direct Region ISO,Direct Primary,County Subtype,County Admin,County Region ISO,County Primary,Region Subtype,Region Admin,Region Region ISO,Region Primary,Confidence,Score,Resolved Region ISO
Kyrgyzstan,Kyrgyzstan,Karakol,Issyk-Kul,,,80733,District-level City,,,#N/A,,Issyk-KulKyrgyzstan,,,,,county,2,KG-Y,Каракол шаары,,,,,region,1,KG-Y,Ысык-Көл облусу,HIGH,1.0,KG-Y
Kyrgyzstan,Kyrgyzstan,Ak-Suu,Issyk-Kul,,,73453,District,,,#N/A,,Issyk-KulKyrgyzstan,,,,,county,2,KG-Y,Ак-Суу району,,,,,region,1,KG-Y,Ысык-Көл облусу,HIGH,1.0,KG-Y
Kyrgyzstan,Kyrgyzstan,Tùp [Tüp],Issyk-Kul,,,71382,District,,,#N/A,,Issyk-KulKyrgyzstan,,,,,,,,,,,,,region,1,KG-Y,Ысык-Көл облусу,NONE,0.0,KG-Y
Kyrgyzstan,Kyrgyzstan,Ton̦ [Tong],Issyk-Kul,,,59876,District,,,#N/A,,Issyk-KulKyrgyzstan,,,,,,,,,,,,,region,1,KG-Y,Ысык-Көл облусу,NONE,0.0,KG-Y
Kyrgyzstan,Kyrgyzstan,Balykčy [Balykchy],Issyk-Kul,,,52225,District-level City,,,#N/A,,Issyk-KulKyrgyzstan,,,,,,,,,,,,,region,1,KG-Y,Ысык-Көл облусу,NONE,0.0,KG-Y
Kyrgyzstan,Kyrgyzstan,Žalal-Abad [Jalal-Abad],Jalal-Abad,,,127122,District-level City,Jalal-Abad,,Jalal-Abad,,Jalal-AbadKyrgyzstan,,,,,,,,,,,,,region,1,KG-J,Жалал-Абад облусу,NONE,0.0,KG-J
Kyrgyzstan,Kyrgyzstan,Suzak,Jalal-Abad,,,319341,District,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,county,2,KG-J,Сузак району,,,,,region,1,KG-J,Жалал-Абад облусу,HIGH,1.0,KG-J
Kyrgyzstan,Kyrgyzstan,Bazar-Korgon,Jalal-Abad,,,190226,District,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,locality,,KG-J,Базар-Коргон,,,,,region,1,KG-J,Жалал-Абад облусу,HIGH,1.0,KG-J
Kyrgyzstan,Kyrgyzstan,Nooken,Jalal-Abad,,,149640,District,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,county,2,KG-J,Ноокен району,,,,,region,1,KG-J,Жалал-Абад облусу,HIGH,1.0,KG-J
Kyrgyzstan,Kyrgyzstan,Aksy,Jalal-Abad,,,138544,District,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,county,2,KG-J,Аксы району,,,,,region,1,KG-J,Жалал-Абад облусу,HIGH,1.0,KG-J
Kyrgyzstan,Kyrgyzstan,Ala-Buka,Jalal-Abad,,,114515,District,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,county,2,KG-J,Ала-Бука району,,,,,region,1,KG-J,Жалал-Абад облусу,HIGH,1.0,KG-J
Kyrgyzstan,Kyrgyzstan,Toktogul,Jalal-Abad,,,105267,District,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,county,2,KG-J,Токтогул району,,,,,region,1,KG-J,Жалал-Абад облусу,HIGH,1.0,KG-J
Kyrgyzstan,Kyrgyzstan,Taš-Kômùr [Tash-Komur],Jalal-Abad,,,36889,District-level City,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,,,,,,,,,region,1,KG-J,Жалал-Абад облусу,NONE,0.0,KG-J
Kyrgyzstan,Kyrgyzstan,Čatkal [Chatkal],Jalal-Abad,,,29937,District,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,,,,,,,,,region,1,KG-J,Жалал-Абад облусу,NONE,0.0,KG-J
Kyrgyzstan,Kyrgyzstan,Toguz-Toro,Jalal-Abad,,,27615,District,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,county,2,KG-J,Тогуз-торо району,,,,,region,1,KG-J,Жалал-Абад облусу,HIGH,1.0,KG-J
Kyrgyzstan,Kyrgyzstan,Kara-Kôl [Kara-Köl],Jalal-Abad,,,27257,District-level City,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,,,,,,,,,region,1,KG-J,Жалал-Абад облусу,NONE,0.0,KG-J
Kyrgyzstan,Kyrgyzstan,Majluu-Suu [Mailuu-Suu],Jalal-Abad,,,26067,District-level City,,,#N/A,,Jalal-AbadKyrgyzstan,,,,,,,,,,,,,region,1,KG-J,Жалал-Абад облусу,NONE,0.0,KG-J
Kyrgyzstan,Kyrgyzstan,Kočkor [Kochkor],Naryn,,,68962,District,,,#N/A,,NarynKyrgyzstan,,,,,,,,,,,,,region,1,KG-N,Нарын облусу,NONE,0.0,KG-N
Kyrgyzstan,Kyrgyzstan,At-Bašy [At-Bashy],Naryn,,,60874,District,,,#N/A,,NarynKyrgyzstan,,,,,,,,,,,,,region,1,KG-N,Нарын облусу,NONE,0.0,KG-N
Kyrgyzstan,Kyrgyzstan,Naryn,Naryn,,,52564,District,,,#N/A,,NarynKyrgyzstan,,,,,region,1,KG-N,Нарын облусу,,,,,region,1,KG-N,Нарын облусу,HIGH,1.0,KG-N
Kyrgyzstan,Kyrgyzstan,Žumgal [Jumgal],Naryn,,,48513,District,,,#N/A,,NarynKyrgyzstan,,,,,,,,,,,,,region,1,KG-N,Нарын облусу,NONE,0.0,KG-N
Kyrgyzstan,Kyrgyzstan,Naryn,Naryn,,,41681,District-level City,,,#N/A,,NarynKyrgyzstan,,,,,region,1,KG-N,Нарын облусу,,,,,region,1,KG-N,Нарын облусу,HIGH,1.0,KG-N
Kyrgyzstan,Kyrgyzstan,Ak-Talaa,Naryn,,,33979,District,,,#N/A,,NarynKyrgyzstan,,,,,locality,,KG-N,Ак-Талаа,,,,,region,1,KG-N,Нарын облусу,HIGH,1.0,KG-N
Kyrgyzstan,Kyrgyzstan,Aravan,Osh,,,141560,District,Osh,,Osh,,OshKyrgyzstan,,,,,locality,,KG-O,Араван,,,,,region,1,KG-O,Ош облусу,HIGH,1.0,KG-O
Kyrgyzstan,Kyrgyzstan,Kara-Suu,Osh,,,468323,District,,,#N/A,,OshKyrgyzstan,,,,,county,2,KG-O,Кара-Суу району,,,,,region,1,KG-O,Ош облусу,HIGH,1.0,KG-O
Kyrgyzstan,Kyrgyzstan,Nookat,Osh,,,315011,District,,,#N/A,,OshKyrgyzstan,,,,,county,2,KG-O,Ноокат району,,,,,region,1,KG-O,Ош облусу,HIGH,1.0,KG-O
Kyrgyzstan,Kyrgyzstan,Ôzgôn [Özgön],Osh,,,287109,District,,,#N/A,,OshKyrgyzstan,,,,,,,,,,,,,region,1,KG-O,Ош облусу,NONE,0.0,KG-O
Kyrgyzstan,Kyrgyzstan,Kara-Kulža [Kara-Kulja],Osh,,,99490,District,,,#N/A,,OshKyrgyzstan,,,,,,,,,,,,,region,1,KG-O,Ош облусу,NONE,0.0,KG-O
Kyrgyzstan,Kyrgyzstan,Alaj [Alay],Osh,,,91919,District,,,#N/A,,OshKyrgyzstan,,,,,,,,,,,,,region,1,KG-O,Ош облусу,NONE,0.0,KG-O
Kyrgyzstan,Kyrgyzstan,Čon̦-Alaj [Chong-Alay],Osh,,,36221,District,,,#N/A,,OshKyrgyzstan,,,,,,,,,,,,,region,1,KG-O,Ош облусу,NONE,0.0,KG-O
Kyrgyzstan,Kyrgyzstan,Oš [Osh],Osh City,,,353080,City,Osh,,Osh,,Osh CityKyrgyzstan,,,,,,,,,,,,,region,1,KG-O,Ош облусу,NONE,0.0,KG-O
Kyrgyzstan,Kyrgyzstan,Kara-Buura,Talas,,,70623,District,,,#N/A,,TalasKyrgyzstan,,,,,county,2,KG-T,Кара-Буура району,,,,,region,1,KG-T,Талас облусу,HIGH,1.0,KG-T
Kyrgyzstan,Kyrgyzstan,Talas,Talas,,,69606,District,,,#N/A,,TalasKyrgyzstan,,,,,county,2,KG-T,Талас району,,,,,region,1,KG-T,Талас облусу,HIGH,1.0,KG-T
Kyrgyzstan,Kyrgyzstan,Bakaj-Ata [Bakay-Ata],Talas,,,54161,District,,,#N/A,,TalasKyrgyzstan,,,,,,,,,,,,,region,1,KG-T,Талас облусу,NONE,0.0,KG-T
Kyrgyzstan,Kyrgyzstan,Talas,Talas,,,41067,District-level City,,,#N/A,,TalasKyrgyzstan,,,,,county,2,KG-T,Талас району,,,,,region,1,KG-T,Талас облусу,HIGH,1.0,KG-T
Kyrgyzstan,Kyrgyzstan,Manas,Talas,,,35493,District,,,#N/A,,TalasKyrgyzstan,,,,,locality,,KG-T,Манас,,,,,region,1,KG-T,Талас облусу,HIGH,1.0,KG-T
Nepal,Nepal,Chitwan,Bagmati,,,722168,District,Bharatpur,,Bharatpur,,BagmatiNepal,,,,,county,2,NP-P3,चितवन जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Kathmandu,Bagmati,,,2017532,District,Kathmandu,,Kathmandu,,BagmatiNepal,,,,,county,2,NP-P3,काठमाडौं जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Lalitpur,Bagmati,,,548401,District,Kathmandu,,Kathmandu,,BagmatiNepal,,,,,county,2,NP-P3,ललितपुर जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Bhaktapur,Bagmati,,,430408,District,Kathmandu,,Kathmandu,,BagmatiNepal,,,,,county,2,NP-P3,भक्तपुर जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Makwanpur,Bagmati,,,461053,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,मकवानपुर जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Kavrepalanchok,Bagmati,,,366879,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,काभ्रेपलाञ्चोक जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Dhading,Bagmati,,,322751,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,धादिङ जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Sindhuli,Bagmati,,,300117,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,सिन्धुली जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Nuwakot,Bagmati,,,262981,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,नुवाकोट जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Sindhupalchowk,Bagmati,,,262852,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,सिन्धुपाल्चोक जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Dolakha,Bagmati,,,172726,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,दोलखा जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Ramechhap,Bagmati,,,170620,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,रामेछाप जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Rasuwa,Bagmati,,,45554,District,,,#N/A,,BagmatiNepal,,,,,county,2,NP-P3,रसुवा जिल्ला,,,,,region,1,NP-P3,बागमती प्रदेश,HIGH,1.0,NP-P3
Nepal,Nepal,Kaski,Gandaki,,,599504,District,Pokhara,,Pokhara,,GandakiNepal,,,,,county,2,NP-P4,कास्की,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Nawalpur [Nawalparasi East],Gandaki,,,381105,District,,,#N/A,,GandakiNepal,,,,,,,,,,,,,region,1,NP-P4,गण्डकी प्रदेश,NONE,0.0,NP-P4
Nepal,Nepal,Tanahun,Gandaki,,,327620,District,,,#N/A,,GandakiNepal,,,,,county,2,NP-P4,तनहुँ,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Syangja,Gandaki,,,254965,District,,,#N/A,,GandakiNepal,,,,,county,2,NP-P4,स्याङ्जा,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Gorkha,Gandaki,,,252201,District,,,#N/A,,GandakiNepal,,,,,locality,,NP-P4,गोरखा,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Baglung,Gandaki,,,250554,District,,,#N/A,,GandakiNepal,,,,,locality,,NP-P4,बागलुङ,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Lamjung,Gandaki,,,153480,District,,,#N/A,,GandakiNepal,,,,,county,2,NP-P4,लमजुङ,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Parbat,Gandaki,,,132703,District,,,#N/A,,GandakiNepal,,,,,county,2,NP-P4,पर्वत,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Myagdi,Gandaki,,,107372,District,,,#N/A,,GandakiNepal,,,,,county,2,NP-P4,म्याग्दी,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Mustang,Gandaki,,,14596,District,,,#N/A,,GandakiNepal,,,,,county,2,NP-P4,मुस्ताङ,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Manang,Gandaki,,,5645,District,,,#N/A,,GandakiNepal,,,,,county,2,NP-P4,मनाङ,,,,,region,1,NP-P4,गण्डकी प्रदेश,HIGH,1.0,NP-P4
Nepal,Nepal,Surkhet,Karnali,,,417776,District,Birendranagar,,Birendranagar,,KarnaliNepal,,,,,county,2,NP-P6,सुर्खेत,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,Dailekh,Karnali,,,253319,District,,,#N/A,,KarnaliNepal,,,,,county,2,NP-P6,दैलेख,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,Salyān,Karnali,,,238668,District,,,#N/A,,KarnaliNepal,,,,,county,2,NP-P6,सल्यान,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,Jajarkot,Karnali,,,189365,District,,,#N/A,,KarnaliNepal,,,,,county,2,NP-P6,जाजरकोट,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,West Rukum,Karnali,,,166354,District,,,#N/A,,KarnaliNepal,,,,,,,,,,,,,region,1,NP-P6,कर्णाली प्रदेश,NONE,0.0,NP-P6
Nepal,Nepal,Kalikot,Karnali,,,144917,District,,,#N/A,,KarnaliNepal,,,,,county,2,NP-P6,कालीकोट,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,Jumla,Karnali,,,119377,District,,,#N/A,,KarnaliNepal,,,,,county,2,NP-P6,Jumla,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,Mugu,Karnali,,,66658,District,,,#N/A,,KarnaliNepal,,,,,county,2,NP-P6,मुगु,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,Humla,Karnali,,,55496,District,,,#N/A,,KarnaliNepal,,,,,county,2,NP-P6,हुम्ला,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,Dolpa,Karnali,,,42959,District,,,#N/A,,KarnaliNepal,,,,,county,2,NP-P6,डोल्पा,,,,,region,1,NP-P6,कर्णाली प्रदेश,HIGH,1.0,NP-P6
Nepal,Nepal,Rupandehi,Lumbini,,,1118975,District,Bhairahawa,,Bhairahawa,,LumbiniNepal,,,,,county,2,NP-P5,रुपन्देही,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,Kapilvastu,Lumbini,,,686739,District,,,#N/A,,LumbiniNepal,,,,,county,2,NP-P5,कपिलवस्तु,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,Dang Deukhuri,Lumbini,,,676277,District,,,#N/A,,LumbiniNepal,,,,,,,,,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,NONE,0.0,NP-P5
Nepal,Nepal,Banke,Lumbini,,,603393,District,,,#N/A,,LumbiniNepal,,,,,county,2,NP-P5,बाँके,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,Bardiya,Lumbini,,,460831,District,,,#N/A,,LumbiniNepal,,,,,county,2,NP-P5,बर्दिया,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,Parasi [Nawalparasi West],Lumbini,,,385515,District,,,#N/A,,LumbiniNepal,,,,,,,,,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,NONE,0.0,NP-P5
Nepal,Nepal,Gulmi,Lumbini,,,246836,District,,,#N/A,,LumbiniNepal,,,,,county,2,NP-P5,गुल्मी,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,Palpa,Lumbini,,,242423,District,,,#N/A,,LumbiniNepal,,,,,county,2,NP-P5,पाल्पा,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,Rolpa,Lumbini,,,236226,District,,,#N/A,,LumbiniNepal,,,,,locality,,NP-P5,रोल्पा,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,Pyuthan,Lumbini,,,231848,District,,,#N/A,,LumbiniNepal,,,,,locality,,NP-P5,Pyuthan,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,Arghakhanchi,Lumbini,,,177200,District,,,#N/A,,LumbiniNepal,,,,,county,2,NP-P5,अर्घाखाँची,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,HIGH,1.0,NP-P5
Nepal,Nepal,East Rukum,Lumbini,,,57962,District,,,#N/A,,LumbiniNepal,,,,,,,,,,,,,region,1,NP-P5,लुम्बिनी प्रदेश,NONE,0.0,NP-P5
Nepal,Nepal,Parsa,Madhesh [Province No. 2],,,649397,District,Birgunj,,Birgunj,,Madhesh [Province No. 2]Nepal,,,,,county,2,NP-P2,पर्सा जिल्ला,,,,,region,1,NP-P2,मधेश प्रदेश,HIGH,1.0,NP-P2
Nepal,Nepal,Dhanusa,Madhesh [Province No. 2],,,873274,District,Janakpur,,Janakpur,,Madhesh [Province No. 2]Nepal,,,,,,,,,,,,,,,,,NONE,0.0,
Nepal,Nepal,Sarlahi,Madhesh [Province No. 2],,,857360,District,,,#N/A,,Madhesh [Province No. 2]Nepal,,,,,county,2,NP-P2,सर्लाही जिल्ला,,,,,region,1,NP-P2,मधेश प्रदेश,HIGH,1.0,NP-P2
Nepal,Nepal,Rautahat,Madhesh [Province No. 2],,,825623,District,,,#N/A,,Madhesh [Province No. 2]Nepal,,,,,county,2,NP-P2,रौतहट जिल्ला,,,,,region,1,NP-P2,मधेश प्रदेश,HIGH,1.0,NP-P2
Nepal,Nepal,Siraha,Madhesh [Province No. 2],,,748416,District,,,#N/A,,Madhesh [Province No. 2]Nepal,,,,,county,2,NP-P2,सिराहा जिल्ला,,,,,region,1,NP-P2,मधेश प्रदेश,HIGH,1.0,NP-P2
Nepal,Nepal,Bara,Madhesh [Province No. 2],,,743975,District,,,#N/A,,Madhesh [Province No. 2]Nepal,,,,,county,2,NP-P2,बारा जिल्ला,,,,,region,1,NP-P2,मधेश प्रदेश,HIGH,1.0,NP-P2
Nepal,Nepal,Mahottari,Madhesh [Province No. 2],,,715040,District,,,#N/A,,Madhesh [Province No. 2]Nepal,,,,,county,2,NP-P2,महोत्तरी जिल्ला,,,,,region,1,NP-P2,मधेश प्रदेश,HIGH,1.0,NP-P2
Nepal,Nepal,Saptari,Madhesh [Province No. 2],,,713203,District,,,#N/A,,Madhesh [Province No. 2]Nepal,,,,,county,2,NP-P2,सप्तरी जिल्ला,,,,,region,1,NP-P2,मधेश प्रदेश,HIGH,1.0,NP-P2
Nepal,Nepal,Morang,Pradesh 1 [Province No. 1],,,1147186,District,Biratnagar,,Biratnagar,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,मोरङ जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Jhapa,Pradesh 1 [Province No. 1],,,994090,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,झापा जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Sunsari,Pradesh 1 [Province No. 1],,,934461,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,सुनसरी जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Udayapur,Pradesh 1 [Province No. 1],,,342773,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,उदयपुर जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Ilam,Pradesh 1 [Province No. 1],,,280565,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,इलाम जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Khotang,Pradesh 1 [Province No. 1],,,175340,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,खोटाङ जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Panchthar,Pradesh 1 [Province No. 1],,,174419,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,पाँचथर जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Sankhuwasabha,Pradesh 1 [Province No. 1],,,159046,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,सङ्खुवासभा जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Bhojpur,Pradesh 1 [Province No. 1],,,158991,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,भोजपुर जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Dhankuta,Pradesh 1 [Province No. 1],,,149984,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,धनकुटा जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Okhaldhunga,Pradesh 1 [Province No. 1],,,140914,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,ओखलढुङ्गा जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Taplejung,Pradesh 1 [Province No. 1],,,120359,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,ताप्लेजुङ जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Solukhumbu,Pradesh 1 [Province No. 1],,,104768,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,सोलुखुम्बु जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Tehrathum,Pradesh 1 [Province No. 1],,,89125,District,,,#N/A,,Pradesh 1 [Province No. 1]Nepal,,,,,county,2,NP-P1,तेह्रथुम जिल्ला,,,,,region,1,NP-P1,कोशी प्रदेश,HIGH,1.0,NP-P1
Nepal,Nepal,Kailali,Sudurpashchim [Far West],,,911155,District,Dhangadi,,Dhangadi,,Sudurpashchim [Far West]Nepal,,,,,county,2,NP-P7,कैलाली,,,,,region,1,NP-P7,सुदूरपश्चिम प्रदेश,HIGH,1.0,NP-P7
Nepal,Nepal,Kanchanpur [Dodhara Chandani],Sudurpashchim [Far West],,,517645,District,,,#N/A,,Sudurpashchim [Far West]Nepal,,,,,,,,,,,,,,,,,NONE,0.0,
Nepal,Nepal,Baitadi,Sudurpashchim [Far West],,,244400,District,,,#N/A,,Sudurpashchim [Far West]Nepal,,,,,county,2,NP-P7,बैतडी,,,,,region,1,NP-P7,सुदूरपश्चिम प्रदेश,HIGH,1.0,NP-P7
Nepal,Nepal,Achham,Sudurpashchim [Far West],,,229816,District,,,#N/A,,Sudurpashchim [Far West]Nepal,,,,,county,2,NP-P7,अछाम,,,,,region,1,NP-P7,सुदूरपश्चिम प्रदेश,HIGH,1.0,NP-P7
Nepal,Nepal,Doti,Sudurpashchim [Far West],,,205683,District,,,#N/A,,Sudurpashchim [Far West]Nepal,,,,,county,2,NP-P7,डोटी,,,,,region,1,NP-P7,सुदूरपश्चिम प्रदेश,HIGH,1.0,NP-P7
Nepal,Nepal,Bajhang,Sudurpashchim [Far West],,,189097,District,,,#N/A,,Sudurpashchim [Far West]Nepal,,,,,county,2,NP-P7,बझाङ,,,,,region,1,NP-P7,सुदूरपश्चिम प्रदेश,HIGH,1.0,NP-P7
Nepal,Nepal,Dadeldhura,Sudurpashchim [Far West],,,139420,District,,,#N/A,,Sudurpashchim [Far West]Nepal,,,,,county,2,NP-P7,डडेलधुरा,,,,,region,1,NP-P7,सुदूरपश्चिम प्रदेश,HIGH,1.0,NP-P7
Nepal,Nepal,Bajura,Sudurpashchim [Far West],,,138998,District,,,#N/A,,Sudurpashchim [Far West]Nepal,,,,,county,2,NP-P7,बाजुरा,,,,,region,1,NP-P7,सुदूरपश्चिम प्रदेश,HIGH,1.0,NP-P7
Nepal,Nepal,Darchula,Sudurpashchim [Far West],,,135056,District,,,#N/A,,Sudurpashchim [Far West]Nepal,,,,,county,2,NP-P7,दार्चुला,,,,,region,1,NP-P7,सुदूरपश्चिम प्रदेश,HIGH,1.0,NP-P7
Palau,Palau,Aimeliik,Aimeliik,,,363,State,Ngerulmud,,Ngerulmud,,AimeliikPalau,,,,,region,1,PW-002,Aimeliik,,,,,region,1,PW-002,Aimeliik,HIGH,1.0,PW-002
Palau,Palau,Airai,Airai,,,2529,State,Ngerulmud,,Ngerulmud,,AiraiPalau,,,,,region,1,PW-004,Airai,,,,,region,1,PW-004,Airai,HIGH,1.0,PW-004
Palau,Palau,Angaur,Angaur,,,114,State,,,#N/A,,AngaurPalau,,,,,region,1,PW-010,Angaur,,,,,region,1,PW-010,Angaur,HIGH,1.0,PW-010
Palau,Palau,Hatohobei,Hatohobei,,,39,State,,,#N/A,,HatohobeiPalau,,,,,region,1,PW-050,Hatohobei,,,,,region,1,PW-050,Hatohobei,HIGH,1.0,PW-050
