sheet_row,team,city,metro_area,country,level,tier,n_candidates,suggested_if_only_one_has_keys,candidates
8506,Alumni AC,Buenos Aires,Buenos Aires,Argentina,,T2a,2,,reep_t63768534:Alumni Athletic Club:Argentina:Q2549594 | reep_t9ebfb003:Club Atlético Alumni:Argentina:Q118592611
8508,Sportivo Palermo,Buenos Aires,Buenos Aires,Argentina,,T2a,2,,reep_t18b4dea5:Club Atlético Palermo (Paraná):Argentina:Q108708954 | reep_taee26918:Club Sportivo Palermo:Argentina:Q3681576
8510,Talleres (RE),Remedios de Escalada,Buenos Aires,Argentina,,T2a,2,,reep_t10c42afd:Club Deportivo Talleres:Argentina:Q131395842 | reep_t4ea25fae:Club Atlético Talleres (Frías):Argentina:Q131399221
8515,Argentino del Sud,Buenos Aires,Buenos Aires,Argentina,,T2a,2,,reep_t7afc640b:Club Atlético Argentino del Sud:Argentina:Q115110580 | reep_tc416ee33:Club Atlético Argentino del Sud:Argentina:Q3681264
8516,CA Palermo,Buenos Aires,Buenos Aires,Argentina,,T2a,2,,reep_t18b4dea5:Club Atlético Palermo (Paraná):Argentina:Q108708954 | reep_taee26918:Club Sportivo Palermo:Argentina:Q3681576
8519,Deportivo Mandiyú,Corrientes,Corrientes,Argentina,,T1,2,,reep_t57f5f97e:Deportivo Mandiyú:Argentina:Q8347076 | reep_td5abc6dd:Deportivo Mandiyú:Argentina:Q2562601
8520,CA Del Plata,Mar del Plata,Mar del Plata,Argentina,,T2a,2,,reep_t9b395f0d:La Plata Fútbol Club:Argentina:Q6464477 | reep_ta9334ec6:Club Atlético Del Plata:Argentina:Q5136129
8560,General San Martín,,,Argentina,,T2a,2,,reep_t30fcafcf:Club Atlético General San Martín:Argentina:Q114055634 | reep_tddbf0dd6:CA General San Martín:Argentina:Q9266795
8563,Jorge Newbery,,,Argentina,,T2a,2,,reep_t08642c63:Club Atlético Jorge Newbery (Comodoro Rivadavia):Argentina:Q5773162 | reep_t9831556d:Club Atlético Jorge Newbery:Argentina:Q118592613
8567,Palermo AC,,,Argentina,,T2a,2,,reep_t18b4dea5:Club Atlético Palermo (Paraná):Argentina:Q108708954 | reep_taee26918:Club Sportivo Palermo:Argentina:Q3681576
8622,Sportivo Belgrano,San Francisco,San Francisco,Argentina,,T2a,3,reep_t0a2e55b4,reep_t0a2e55b4:Club Atlético Belgrano:Argentina:Q54810178 | reep_t7e50bf2c:Club Atlético Belgrano (Paraná):Argentina:Q5773033 | reep_te6561923:Club Sportivo Belgrano:Argentina:Q7579610
8627,Club Sportivo Estudiantes,San Luis,San Luis,Argentina,,T1,2,,reep_t9cec6253:Club Sportivo Estudiantes:Argentina:Q2877409 | reep_tcbce8da0:Club Sportivo Estudiantes:Argentina:Q5848004
8629,Always Ready,La Paz,La Paz,Bolivia,1,T2a,2,reep_tc75bf6be,reep_t1856c3ba:Club Always Ready:Bolivia:Q131561081 | reep_tc75bf6be:Club Always Ready:Bolivia:Q1102942
8651,Litoral,Cochabamba,Cochabamba,Bolivia,,T2a,2,reep_t64410627,reep_t05726b48:Club Deportivo Litoral:Bolivia:Q11680770 | reep_t64410627:Club Litoral:Bolivia:Q2737436
8660,Santos FC,Santos,Santos,Brazil,1,T1,3,reep_t91c90b60,reep_t25c3cf6d:Santos FC:Brazil:Q7420610 | reep_t91c90b60:Santos F.C.:Brazil:Q80955 | reep_t9dae32a4:Santos FC:Brazil:Q1321034
8661,Atlético Mineiro,Belo Horizonte,Belo Horizonte,Brazil,1,T2a,2,reep_tc42abc73,reep_t24f77f5b:Clube Atlético Mineiro:Brazil:Q108543200 | reep_tc42abc73:Clube Atlético Mineiro:Brazil:Q270995
8662,Cruzeiro,Belo Horizonte,Belo Horizonte,Brazil,1,T2a,12,,reep_t190d8695:Cruzeiro Esporte Clube:Brazil:Q10261906 | reep_t20256da1:Esporte Clube Cruzeiro (Arapiraca):Brazil:Q107565474 | reep_t2faa65c5:Cruzeiro Futebol Clube:Brazil:Q5190344 | reep_t3f451f7c:Cruzeiro Esporte Clube (female):Brazil:Q105973517 | reep_t43ccb084:Esporte Clube Cruzeiro:Brazil:Q9196887 | reep_t52b289ee:Cruzeiro Esporte Clube:Brazil:Q5190343 | reep_t96cdb0b9:Esporte Clube Cruzeiro:Brazil:Q10275159 | reep_ta463276f:Cruzeiro Esporte Clube:Brazil:Q10261905 | reep_ta902896a:Cruzeiro Futebol Clube:Brazil:Q10261909 | reep_tabadb353:Esporte Clube Cruzeiro:Brazil:Q3543861 | reep_te3daa059:Cruzeiro Esporte Clube:Brazil:Q10261904 | reep_tfa275b1c:Cruzeiro Futebol Clube:Brazil:Q10261913
8663,Palmeiras,Sao Paulo,Sao Paulo,Brazil,1,T2a,5,,reep_t171fb8b8:Palmeiras Futebol Clube:Brazil:Q10343874 | reep_t5d1223f2:Palmeiras Sport Club:Brazil:Q10343878 | reep_t743b2c0a:Palmeiras Futebol Clube:Brazil:Q10343875 | reep_ta99e3cad:Palmeiras Futebol Clube:Brazil:Q10343876 | reep_teb5453c9:Palmeiras Atlético Clube:Brazil:Q10343870
8664,Botafogo,Rio de Janeiro,Rio de Janeiro,Brazil,1,T2a,8,,reep_t5fc271c1:Botafogo Futebol Clube:Brazil:Q16502268 | reep_t61df86f5:Associação Botafogo Futebol Clube:Brazil:Q4095130 | reep_t6e59e636:Botafogo Sport Club:Brazil:Q2911638 | reep_ta52f14a0:Botafogo Futebol Clube:Brazil:Q86729821 | reep_tb69d81ba:Botafogo Futebol Clube (RO):Brazil:Q9662219 | reep_tc11e4c85:Botafogo Futebol Clube:Brazil:Q2911646 | reep_tcd79096c:Botafogo Futebol Clube:Brazil:Q2332493 | reep_tf93daa42:Botafogo Esporte Clube:Brazil:Q4948401
8665,Flamengo,Rio de Janeiro,Rio de Janeiro,Brazil,1,T2a,7,reep_tca8797b6,reep_t22b3eeb4:Flamengo Esporte Clube:Brazil:Q5457198 | reep_t2b8f6d2f:Flamengo Atlético Clube:Brazil:Q106325426 | reep_t8baa22a5:Associação Esportiva Flamengo:Brazil:Q97178832 | reep_tae7ef8ec:Flamengo Futebol Clube:Brazil:Q10282713 | reep_tca8797b6:Esporte Clube Flamengo:Brazil:Q2668486 | reep_td1a08d2f:Sport Club Flamengo:Brazil:Q7579320 | reep_tdcce20c7:Flamengo Futebol Clube:Brazil:Q10282716
8666,Fluminense,Rio de Janeiro,Rio de Janeiro,Brazil,1,T2a,5,,reep_t25b58b45:Fluminense F.C.:Brazil:Q80987 | reep_t2bd2c3eb:Fluminense Esporte Clube:Brazil:Q10282979 | reep_t35fb0aa9:Fluminense Futebol Clube:Brazil:Q5462773 | reep_t833a08ff:Fluminense Futebol Clube:Brazil:Q10282981 | reep_tf6de7a4a:Fluminense Atlético Clube:Brazil:Q10282978
8667,Internacional,Porto Alegre,Porto Alegre,Brazil,1,T2a,9,,reep_t0b3e94f1:Associação Esportiva Internacional:Brazil:Q9634333 | reep_t14692c9a:Esporte Clube Internacional:Brazil:Q4381286 | reep_t57dea387:Sport Club Internacional:Brazil:Q1991252 | reep_t711996a2:Internacional Esporte Clube:Brazil:Q65164705 | reep_t7dfa8fc1:Internacional Futebol Clube:Brazil:Q6047636 | reep_ta1d21ca1:Internacional Futebol Clube:Brazil:Q10303159 | reep_ta44223eb:Internacional Sport Club:Brazil:Q10303169 | reep_tcfe700da:S.C. Internacional:Brazil:Q80845 | reep_td75c1254:Sport Club Internacional:Brazil:Q10373833
8668,São Paulo,Sao Paulo,Sao Paulo,Brazil,1,T2a,12,,reep_t2d5b5a21:São Paulo Athletic Club:Brazil:Q942653 | reep_t2f709aff:São Paulo Futebol Clube:Brazil:Q10375938 | reep_t30b17592:São Paulo Futebol Clube:Brazil:Q10375941 | reep_t5cd4601f:São Paulo FC:Brazil:Q38568 | reep_t6bae7e60:São Paulo Futebol Clube:Brazil:Q10375940 | reep_t73cf87c4:São Paulo Futebol Clube:Brazil:Q3509861 | reep_t8db17734:São Paulo FC:Brazil:Q118966935 | reep_t9b2bc1e5:São Paulo Futebol Clube:Brazil:Q10375935 | reep_ta4bfbf56:São Paulo Futebol Clube:Brazil:Q10375937 | reep_tb41a6690:Clube Atlético São Paulo:Brazil:Q3979254 | reep_tda517e7b:Sport Club São Paulo:Brazil:Q4381278 | reep_tef0940e4:São Paulo Futebol Clube:Brazil:Q10375939
8669,Vasco da Gama,Rio de Janeiro,Rio de Janeiro,Brazil,1,T2a,3,,reep_t350726b4:Club Vasco da Gama:Brazil:Q9778085 | reep_t46337321:Vasco da Gama Futebol Clube:Brazil:Q3554893 | reep_t53739efb:Vasco da Gama Futebol Clube:Brazil:Q10389355
8671,EC Bahia,Salvador,Salvador,Brazil,1,T2a,3,reep_t89833c0f,reep_t3f373aa6:Esporte Clube Bahia:Brazil:Q131238202 | reep_t89833c0f:Esporte Clube Bahia:Brazil:Q198032 | reep_tf1a7780f:Esporte Clube Bahia:Brazil:Q10275139
8680,Sport Recife,Recife,Recife,Brazil,2,T2a,2,reep_tb36e70ae,reep_tb36e70ae:Sport Club do Recife:Brazil:Q219098 | reep_tf4d2d1ec:Sport Club do Recife:Brazil:Q133521876
8685,Juventude,Caxias do Sul,Caxias do Sul,Brazil,2,T2a,2,reep_tc513355f,reep_tc513355f:Esporte Clube Juventude:Brazil:Q910453 | reep_te8ef98ec:Juventude Atlético Clube:Brazil:Q106325513
8691,Vila Nova,Goiania,Goiania,Brazil,2,T2a,4,,reep_t2a7f0631:Vila Nova Futebol Clube:Brazil:Q1513287 | reep_t3d1a5a17:Vila Nova Futebol Clube:Brazil:Q10391045 | reep_t6500e095:Vila Nova Esporte Clube:Brazil:Q48868335 | reep_tdb6d247b:Vila Nova Futebol Clube:Brazil:Q10391046
8698,São Bernardo FC,Sao Paulo,Sao Paulo,Brazil,2,T2a,2,reep_t7e0de4af,reep_t3b07d808:Esporte Clube São Bernardo:Brazil:Q10275219 | reep_t7e0de4af:São Bernardo Futebol Clube:Brazil:Q557103
8699,Guaraní,Campinas,Campinas,Brazil,3,T2a,9,reep_t6345e50e,reep_t2f798283:Guarani Esporte Clube:Brazil:Q2726012 | reep_t434615be:Guarani Futebol Club:Brazil:Q25449158 | reep_t6345e50e:Guarani Futebol Clube:Brazil:Q1133475 | reep_t75f04bb6:Esporte Clube Guarani:Brazil:Q5399105 | reep_t770303a3:Guarani Esporte Clube:Brazil:Q3118770 | reep_t773ca09e:Guarani Esporte Clube:Brazil:Q10292421 | reep_t7a343e12:Guarani Sport Club:Brazil:Q10292431 | reep_t9ec225dd:Guarani Futebol Clube:Brazil:Q10292423 | reep_ta49b4cc0:Guarani Futebol Clube:Brazil:Q18481638
8700,Paysandu SC,Belem,Belem,Brazil,3,T2a,2,reep_t865dac1d,reep_t0400da3c:Clube Esportivo Paysandu:Brazil:Q5136500 | reep_t865dac1d:Paysandu Sport Club:Brazil:Q1508285
8701,Santa Cruz FC Recife,Recife,Recife,Brazil,3,T2a,10,reep_teaec4ee8,reep_t0a14d892:Santa Cruz Futebol Clube:Brazil:Q28680978 | reep_t79e2d282:Santa Cruz Esporte Clube:Brazil:Q3472600 | reep_t97cbabfd:Santa Cruz Futebol Clube:Brazil:Q10367797 | reep_t9c9c4f4c:Sport Clube Santa Cruz (Sergipe):Brazil:Q10373882 | reep_ta19a6d27:Sport Club Santa Cruz:Brazil:Q4407859 | reep_tb9ac787d:Santa Cruz Futebol Clube:Brazil:Q7419416 | reep_tc9a3c853:Santa Cruz Futebol Clube:Brazil:Q508440 | reep_td9f14f64:Santa Cruz Futebol Clube:Brazil:Q3472601 | reep_te7cd97b7:Santa Cruz Futebol Clube:Brazil:Q10367798 | reep_teaec4ee8:Futebol Clube Santa Cruz:Brazil:Q5510505
8702,Figueirense,Florianopolis,Florianopolis,Brazil,3,T2a,2,reep_t0ef2d7b0,reep_t0ef2d7b0:Figueirense Futebol Clube:Brazil:Q218334 | reep_t1b191342:Figueirense Esporte Clube:Brazil:Q10282157
8706,Caxias,Caxias do Sul,Caxias do Sul,Brazil,3,T2a,2,,reep_t1495f396:Caxias Futebol Clube:Brazil:Q9169070 | reep_te52b9030:Caxias Esporte Clube:Brazil:Q2943380
8711,Floresta EC,Fortaleza,Fortaleza,Brazil,3,T2a,3,reep_t6540d6ed,reep_t6540d6ed:Floresta Esporte Clube:Brazil:Q10282853 | reep_te5c2495b:Floresta Atlético Clube:Brazil:Q10282851 | reep_tfa1a5b65:Floresta Futebol Clube:Brazil:Q10282856
8721,America FC,Rio de Janeiro,Rio de Janeiro,Brazil,4,T2a,16,,reep_t10e99f30:América Futebol Clube:Brazil:Q482251 | reep_t186bdb7c:América Futebol Clube:Brazil:Q2621772 | reep_t2a25a1b4:América Futebol Clube:Brazil:Q4749629 | reep_t30f12de7:América Futebol Clube:Brazil:Q2844821 | reep_t5aa92c68:América Futebol Clube:Brazil:Q4749632 | reep_t5c5ea601:América Futebol Clube:Brazil:Q4749631 | reep_t80f40072:América Futebol Clube:Brazil:Q4749633 | reep_t93018429:América Futebol Clube:Brazil:Q2844832 | reep_t950328d4:América Futebol Clube:Brazil:Q2844820 | reep_t999f9ea3:América Futebol Clube:Brazil:Q338285 | reep_tae190f55:América Futebol Clube:Brazil:Q4749635 | reep_tc713bd30:América Futebol Clube:Brazil:Q482262 | reep_tcc2718cd:América Futebol Clube:Brazil:Q2844826 | reep_td89d40a9:America Football Club:Brazil:Q463147 | reep_tedd9b556:América Football Club:Brazil:Q2844823 | reep_tf10d90c9:América Futebol Clube:Brazil:Q1777174
8722,Nacional FC,Manaus,Manaus,Brazil,4,T2a,12,,reep_t04ef1241:Nacional Atlético Clube:Brazil:Q6957264 | reep_t05d0d265:Nacional Esporte Clube:Brazil:Q1392845 | reep_t114bfe54:Nacional Esporte Clube:Brazil:Q10335295 | reep_t186ea28c:Nacional Atlético Clube:Brazil:Q10335294 | reep_t362cd76d:Esporte Clube Nacional:Brazil:Q5399108 | reep_t6faab3ae:Nacional Atlético Clube:Brazil:Q6957257 | reep_t8b84b8e5:Nacional Atlético Clube:Brazil:Q6957259 | reep_tc73c3be8:Sport Club Nacional:Brazil:Q10373844 | reep_td38c1725:Nacional FootBall Club:Brazil:Q10335298 | reep_td4a40ed8:Nacional Atlético Clube:Brazil:Q6957258 | reep_te6fb8a75:Nacional Futebol Clube:Brazil:Q513549 | reep_tefeaa32f:Nacional Futebol Clube:Brazil:Q6957266
8725,Sampaio Corrêa,São Luís,São Luís,Brazil,4,T2a,2,reep_t085ea297,reep_t085ea297:Sampaio Corrêa F.C.:Brazil:Q2453706 | reep_t3a087188:Sampaio Corrêa Futebol e Esporte:Brazil:Q7410079
8728,Moto Club,São Luís,São Luís,Brazil,4,T2a,2,reep_ta8e9e8be,reep_ta8e9e8be:Moto Esporte Clube:Brazil:Q6917962 | reep_tb9941e72:Moto Esporte Clube:Brazil:Q65162696
8730,Rio Branco AC,Vitória,Vitória,Brazil,4,T2a,9,,reep_t077740a8:Rio Branco Futebol Clube:Brazil:Q10361605 | reep_t2e18d452:Rio Branco Football Club:Brazil:Q2587703 | reep_t3e735b66:Rio Branco Atlético Clube:Brazil:Q2508289 | reep_t4569a947:Rio Branco Sport Club:Brazil:Q3097832 | reep_t468f381e:Rio Branco Esporte Clube:Brazil:Q10361606 | reep_t4b6f819e:Esporte Clube Rio Branco:Brazil:Q10275211 | reep_t78a487a3:Rio Branco Esporte Clube (Roraima):Brazil:Q25445250 | reep_tba5a45fe:Clube Esportivo Rio Branco:Brazil:Q2980340 | reep_tc916f2c6:Rio Branco Esporte Clube:Brazil:Q1969520
8734,Ferroviário Fortaleza,Fortaleza,Fortaleza,Brazil,4,T2a,7,,reep_t0c406129:Ferroviário Esporte Clube:Brazil:Q5445453 | reep_t24bdbb7f:Ferroviário Atlético Clube:Brazil:Q3069743 | reep_t4e5bb11f:Ferroviário Esporte Clube:Brazil:Q3069745 | reep_t5873f042:Ferroviário Atlético Clube:Brazil:Q10281708 | reep_t66345805:Ferroviário Atlético Clube:Brazil:Q5445452 | reep_td98b538d:Ferroviário Atlético Clube:Brazil:Q2667793 | reep_tf7ccf026:Clube Atlético Ferroviário:Brazil:Q5136473
8741,São José EC,São José dos Campos,São José dos Campos,Brazil,4,T2a,8,,reep_t1d6dac1f:Sport Clube São José:Brazil:Q10373883 | reep_t254972d2:Clube Atlético São José:Brazil:Q18471178 | reep_t27784716:São José Esporte Clube:Brazil:Q7665506 | reep_t6601ebce:Esporte Clube São José:Brazil:Q2508225 | reep_t6b0eed8e:São José Esporte Clube:Brazil:Q749603 | reep_ta42142f3:Esporte Clube São José:Brazil:Q10275220 | reep_tb09e8f47:Clube de Futebol São José:Brazil:Q18471507 | reep_tdf28ea1c:Esporte Clube São José:Brazil:Q10275221
8748,Humaitá,Porto Acre,Porto Acre,Brazil,4,T2a,2,reep_tff65a1f2,reep_ted2c342f:Humaitá Sport Club:Brazil:Q10298833 | reep_tff65a1f2:Sport Clube Humaitá:Brazil:Q25426917
8749,Independência FC,Rio Branco,Rio Branco,Brazil,4,T2a,2,reep_te0931bfa,reep_t76881a54:Independência Esporte Clube:Brazil:Q10301947 | reep_te0931bfa:Independência Futebol Clube:Brazil:Q3150038
8774,Primavera AC,Primavera do Leste,Primavera do Leste,Brazil,4,T2a,3,reep_td02f5833,reep_t80a204d1:Primavera Atlético Clube:Brazil:Q113519315 | reep_ta30c3050:Primavera Esporte Clube:Brazil:Q7243207 | reep_td02f5833:Esporte Clube Primavera:Brazil:Q5399130
8776,Ivinhema,Ivinhema,Ivinhema,Brazil,4,T2a,3,reep_t92d251a2,reep_t3dc7d28c:Ivinhema Atlético Clube:Brazil:Q10304444 | reep_t40745747:Ivinhema Esporte Clube:Brazil:Q10304446 | reep_t92d251a2:Ivinhema Futebol Clube:Brazil:Q6099009
8785,Cascavel,Cascavel,Cascavel,Brazil,4,T2a,2,,reep_t2e7a296a:Cascavel Esporte Clube:Brazil:Q5048252 | reep_t8d4101db:Futebol Clube Cascavel:Brazil:Q5510503
8793,Parnahyba SC,Parnaíba,Parnaíba,Brazil,4,T2a,2,reep_t986ec32c,reep_t986ec32c:Parnahyba Sport Club:Brazil:Q7139241 | reep_tdaadecc6:Parnahyba Football Club:Brazil:Q65167640
8804,Grêmio Atlético Sampaio,Caracaraí,Caracaraí,Brazil,4,T1,2,reep_t860528d8,reep_t6e859393:Grêmio Atlético Sampaio:Brazil:Q3116409 | reep_t860528d8:Grêmio Atlético Sampaio:Brazil:Q5612793
8806,São Raimundo-RR,Boa Vista,Boa Vista,Brazil,4,T2a,3,,reep_t091cee79:São Raimundo Esporte Clube:Brazil:Q2622502 | reep_t978ea6d6:São Raimundo Esporte Clube:Brazil:Q3509866 | reep_tedada979:São Raimundo Esporte Clube:Brazil:Q3509867
8812,Lagarto EC,Lagarto,Lagarto,Brazil,4,T2a,2,,reep_t6a2e5ec1:Lagarto Esporte Clube:Brazil:Q10315575 | reep_tdbc615cb:Lagarto Futebol Clube:Brazil:Q6471925
8818,Bangú,Rio de Janeiro,Rio de Janeiro,Brazil,,T2a,3,,reep_t9167010e:Bangu Athletic Club:Brazil:Q9647937 | reep_td479a571:Bangu Atlético Clube:Brazil:Q106325461 | reep_tfe60ddc6:Bangu Atlético Clube:Brazil:Q788363
8821,Rio Negro,Manaus,Manaus,Brazil,,T2a,2,,reep_t18a8b15f:Atlético Rio Negro Clube:Brazil:Q2869516 | reep_tb7dd4717:Atlético Rio Negro Clube:Brazil:Q4817003
8822,Brasília FC,Brasilia,Brasilia,Brazil,,T2a,3,,reep_t16073a68:Clube Atlético de Brasília:Brazil:Q106325514 | reep_t705177af:Brasília Atlético Clube:Brazil:Q9666100 | reep_t83c9eaaf:Brasília Futebol Clube:Brazil:Q2621788
8826,Americano,Campos dos Goytacazes,Campos dos Goytacazes,Brazil,,T2a,9,,reep_t0256d768:Sport Club Americano:Brazil:Q3493818 | reep_t04d526a2:Americano Football Club:Brazil:Q8197311 | reep_t1fda1cc0:Americano Futebol Clube:Brazil:Q2843090 | reep_t51c1a5b3:Sport Club Americano:Brazil:Q10373811 | reep_t6ea18865:Sport Club Americano (Porto Alegre):Brazil:Q9161139 | reep_t7e3c29b8:Sport Club Americano:Brazil:Q3967033 | reep_ta4c3afd1:Americano Futebol Clube:Brazil:Q2387441 | reep_tdb447231:Americano Futebol Clube:Brazil:Q2843091 | reep_te4ccebda:Esporte Clube Americano:Brazil:Q10275138
8832,Rio Branco,Rio Branco,Rio Branco,Brazil,,T2a,9,,reep_t077740a8:Rio Branco Futebol Clube:Brazil:Q10361605 | reep_t2e18d452:Rio Branco Football Club:Brazil:Q2587703 | reep_t3e735b66:Rio Branco Atlético Clube:Brazil:Q2508289 | reep_t4569a947:Rio Branco Sport Club:Brazil:Q3097832 | reep_t468f381e:Rio Branco Esporte Clube:Brazil:Q10361606 | reep_t4b6f819e:Esporte Clube Rio Branco:Brazil:Q10275211 | reep_t78a487a3:Rio Branco Esporte Clube (Roraima):Brazil:Q25445250 | reep_tba5a45fe:Clube Esportivo Rio Branco:Brazil:Q2980340 | reep_tc916f2c6:Rio Branco Esporte Clube:Brazil:Q1969520
8845,CA Ferroviário,,,Brazil,,T2a,7,,reep_t0c406129:Ferroviário Esporte Clube:Brazil:Q5445453 | reep_t24bdbb7f:Ferroviário Atlético Clube:Brazil:Q3069743 | reep_t4e5bb11f:Ferroviário Esporte Clube:Brazil:Q3069745 | reep_t5873f042:Ferroviário Atlético Clube:Brazil:Q10281708 | reep_t66345805:Ferroviário Atlético Clube:Brazil:Q5445452 | reep_td98b538d:Ferroviário Atlético Clube:Brazil:Q2667793 | reep_tf7ccf026:Clube Atlético Ferroviário:Brazil:Q5136473
8865,Cruzeiro do Sul,Brasilia,Brasilia,Brazil,,T2a,2,,reep_t73f5a26a:Associação Esportiva Cruzeiro do Sul:Brazil:Q2868247 | reep_t761791d4:Cruzeiro do Sul Futebol Clube:Brazil:Q10261945
8876,Auto Esporte Clube,,,Brazil,,T1,3,,reep_t0685b3a5:Auto Esporte Clube:Brazil:Q4826106 | reep_t108361b1:Auto Esporte Clube:Brazil:Q2872492 | reep_t8949b037:Auto Esporte Clube:Brazil:Q4381490
8899,AC Juventus,Rio Branco,Rio Branco,Brazil,,T2a,5,,reep_t2c558011:Juventus Esporte Clube:Brazil:Q3190604 | reep_t4785cb4d:Atlético Clube Juventus:Brazil:Q2622531 | reep_t4f1d56b3:Juventus Futebol Clube:Brazil:Q6319051 | reep_t9bb05f18:Juventus Atlético Clube:Brazil:Q6319043 | reep_tfb306be8:Clube Atlético Juventus:Brazil:Q660764
8909,São Francisco FC,,Rio Branco,Brazil,,T2a,3,,reep_t093f57ed:São Francisco Futebol Clube:Brazil:Q10375664 | reep_t959fb323:São Francisco Futebol Clube:Brazil:Q3509820 | reep_ta8239f36:São Francisco Futebol Clube:Brazil:Q10375662
8911,Ypiranga Sport Club,,,Brazil,,T2a,9,,reep_t12fe412d:CA Ypiranga:Brazil:Q111634 | reep_t25c41480:Ypiranga Football Club:Brazil:Q10394734 | reep_t4ef89d4e:Ypiranga Futebol Clube:Brazil:Q10394736 | reep_t5b252945:Ypiranga Futebol Clube (São Francisco do Sul):Brazil:Q10394739 | reep_t6bc194b2:Ypiranga Esporte Clube:Brazil:Q10394732 | reep_t7f29057a:Esporte Clube Ypiranga:Brazil:Q3058521 | reep_t9b60c131:Ypiranga Futebol Clube:Brazil:Q10394737 | reep_tb063b659:Ypiranga Futebol Clube:Brazil:Q674632 | reep_tbf5bfa89:Ypiranga Clube:Brazil:Q3573023
8914,AS São Domingos,,,Brazil,,T2a,3,reep_t8e97dac8,reep_t8e97dac8:Associação Sportiva São Domingos:Brazil:Q4810275 | reep_tbbcaec43:São Domingos Esporte Clube:Brazil:Q10375643 | reep_tdc92e4ae:São Domingos Futebol Clube:Brazil:Q7665431
8926,Sete de Setembro (AL),,,Brazil,,T2a,2,,reep_t3249951b:Sete de Setembro Futebol Clube:Brazil:Q10370719 | reep_t35b684b6:Sete de Setembro Esporte Clube:Brazil:Q7456387
8928,CA Aliança,,,Brazil,,T2a,2,,reep_t825e609d:Clube Atlético Aliança:Brazil:Q2980315 | reep_te99d5955:Aliança Futebol Clube:Brazil:Q16276740
8932,Guarany AC,,,Brazil,,T2a,7,reep_t173e3cea,reep_t173e3cea:Guarany Futebol Clube:Brazil:Q1976519 | reep_t2eab4867:Guarany Football Club:Brazil:Q10292437 | reep_t4e33e9a8:Guarany Futebol Clube:Brazil:Q5613938 | reep_t6f94646f:Guarany Futebol Clube:Brazil:Q65163590 | reep_t8660a107:Sport Club Guarany:Brazil:Q7579330 | reep_t89307d4f:Guarany Atlético Clube:Brazil:Q3118768 | reep_tfc1b41cb:Sport Club Guarany:Brazil:Q10373831
8952,São Raimundo,Sorocaba,Sorocaba,Brazil,,T2a,3,,reep_t091cee79:São Raimundo Esporte Clube:Brazil:Q2622502 | reep_t978ea6d6:São Raimundo Esporte Clube:Brazil:Q3509866 | reep_tedada979:São Raimundo Esporte Clube:Brazil:Q3509867
8955,AD Guarany,,,Brazil,,T2a,7,reep_t173e3cea,reep_t173e3cea:Guarany Futebol Clube:Brazil:Q1976519 | reep_t2eab4867:Guarany Football Club:Brazil:Q10292437 | reep_t4e33e9a8:Guarany Futebol Clube:Brazil:Q5613938 | reep_t6f94646f:Guarany Futebol Clube:Brazil:Q65163590 | reep_t8660a107:Sport Club Guarany:Brazil:Q7579330 | reep_t89307d4f:Guarany Atlético Clube:Brazil:Q3118768 | reep_tfc1b41cb:Sport Club Guarany:Brazil:Q10373831
8977,SC Bahia,,,Brazil,,T2a,3,reep_t89833c0f,reep_t3f373aa6:Esporte Clube Bahia:Brazil:Q131238202 | reep_t89833c0f:Esporte Clube Bahia:Brazil:Q198032 | reep_tf1a7780f:Esporte Clube Bahia:Brazil:Q10275139
8979,Serrano SC,,,Brazil,,T2a,3,,reep_t2ec1ebee:Serrano Sport Club:Brazil:Q7455285 | reep_t8881ee67:Serrano Football Club:Brazil:Q4817902 | reep_td9157676:Serrano Futebol Clube:Brazil:Q9202488
8984,AE Tiradentes,,,Brazil,,T2a,2,reep_t9067f41f,reep_t9067f41f:Associação Esportiva Tiradentes:Brazil:Q2868251 | reep_ta86c9eb9:Tiradentes Esporte Clube:Brazil:Q10382664
8994,Guarany SC,Sobral,Sobral,Brazil,,T2a,7,reep_t173e3cea,reep_t173e3cea:Guarany Futebol Clube:Brazil:Q1976519 | reep_t2eab4867:Guarany Football Club:Brazil:Q10292437 | reep_t4e33e9a8:Guarany Futebol Clube:Brazil:Q5613938 | reep_t6f94646f:Guarany Futebol Clube:Brazil:Q65163590 | reep_t8660a107:Sport Club Guarany:Brazil:Q7579330 | reep_t89307d4f:Guarany Atlético Clube:Brazil:Q3118768 | reep_tfc1b41cb:Sport Club Guarany:Brazil:Q10373831
8999,Maranguape,Maranguape,Maranguape,Brazil,,T2a,2,,reep_t11665259:Maranguape Sport Club:Brazil:Q10324919 | reep_tc8d7e761:Maranguape Futebol Clube:Brazil:Q3287445
9007,Bandeirante,,,Brazil,,T2a,3,reep_tb37e3d72,reep_t757815db:Bandeirante Esporte Clube:Brazil:Q4854502 | reep_tb37e3d72:Clube Atlético Bandeirante:Brazil:Q5136469 | reep_tcc72d1f3:Bandeirante Futebol Clube:Brazil:Q4854503
9022,Real Brasília FC,Brasilia,Brasilia,Brazil,,T2a,4,reep_t40b5f7b1,reep_t0b144175:Real Sport Club:Brazil:Q48867219 | reep_t40b5f7b1:Associação Esportiva Real:Brazil:Q4810249 | reep_tb4c4f17a:Real Brasília Futebol Clube:Brazil:Q3058502 | reep_tf1e465ae:Real Esporte Clube:Brazil:Q10357817
