team,league,value_usd_m,year,source,source_url,method,confidence,notes
Geelong Cats,AFL,64,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD98m converted at ~0.65 AUD/USD.
Adelaide Crows,AFL,57,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD88m converted at ~0.65 AUD/USD.
Hawthorn Hawks,AFL,53,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD81m converted at ~0.65 AUD/USD.
West Coast Eagles,AFL,51,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD79m converted at ~0.65 AUD/USD.
Port Adelaide Power,AFL,51,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD79m converted at ~0.65 AUD/USD.
Essendon Bombers,AFL,49,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD75m converted at ~0.65 AUD/USD.
Melbourne Demons,AFL,38,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,"BRAND VALUE proxy. AUD59m converted at ~0.65 AUD/USD. Remaining 6 AFL clubs (Western Bulldogs, Fremantle, GWS Giants, St Kilda, Gold Coast, North Melbourne) were ranked in the same report but exact figures were not extractable from the preview PDF within the fetch budget - left out rather than guessed."
Penrith Panthers,NRL,84,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,"BRAND VALUE proxy, not franchise/enterprise value. AUD129m converted at ~0.65 AUD/USD. Top-ranked brand across both AFL and NRL in 2025."
Brisbane Broncos,NRL,78,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD120m converted at ~0.65 AUD/USD.
Parramatta Eels,NRL,64,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD98m converted at ~0.65 AUD/USD.
Melbourne Storm,NRL,62,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD96m converted at ~0.65 AUD/USD.
Canterbury-Bankstown Bulldogs,NRL,60,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD92m converted at ~0.65 AUD/USD.
Sydney Roosters,NRL,57,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD88m converted at ~0.65 AUD/USD.
Canberra Raiders,NRL,50,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD77m converted at ~0.65 AUD/USD.
South Sydney Rabbitohs,NRL,49,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD76m converted at ~0.65 AUD/USD.
North Queensland Cowboys,NRL,49,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD76m converted at ~0.65 AUD/USD.
Dolphins,NRL,40,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD61m converted at ~0.65 AUD/USD.
Wests Tigers,NRL,39,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD60m converted at ~0.65 AUD/USD.
St. George Illawarra Dragons,NRL,36,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD56m converted at ~0.65 AUD/USD.
Newcastle Knights,NRL,30,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD46m converted at ~0.65 AUD/USD.
Cronulla-Sutherland Sharks,NRL,30,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD46m converted at ~0.65 AUD/USD.
New Zealand Warriors,NRL,29,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD45m converted at ~0.65 AUD/USD.
Manly Warringah Sea Eagles,NRL,28,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD43m converted at ~0.65 AUD/USD.
Gold Coast Titans,NRL,27,2025,Brand Finance AFL & NRL 2025,https://static.brandirectory.com/reports/brand-finance-afl-nrl-2025-preview.pdf,speculative,low,BRAND VALUE proxy. AUD41m converted at ~0.65 AUD/USD. Completes all 17 NRL clubs.
