ruling_type,sheet_row,team,country,level,register,option_a,option_b,more_options,suggested,ruling,how_to_rule
3 v0/v1 point at differently named records,8176,Tampico Madero,Mexico,,both,v1 rtc973c3c1b02796 = Tampico Madero [men; last season 2022; 1 providers: opta] (T1),"v0 reep_tf04925d9 = Jaiba Brava (T2a-curname, QID Q971671)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,5523,Odds BK,Norway,,both,"v1 rt976a7055d407fe = Odd [men; last season 2026; 9 providers: capology, eafc, espn, fifa, fotmob] (T1-alias)","v0 reep_t0306ed4e = Odds BK (T1, QID Q215302)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,9603,Colegio Nacional Iquitos,Peru,,both,"v1 rt3d6fb6df37b4f0 = CNI [men; last season 2011; 3 providers: api_football, opta, wyscout] (T2b-alias)","v0 reep_t80a78f86 = Colegio Nacional Iquitos (T1, QID Q660154)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,6426,FC Baikal Irkutsk,Russia,,both,"v1 rtfdc49c91bbfb39 = Baykal [men; last season 2016; 2 providers: opta, wyscout] (T2a-alias)","v0 reep_t7ad26271 = FC Baikal Irkutsk (T1, QID Q2042867)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,6737,FK Inđija,Serbia,,both,v1 rt8f3ee5eed40e01 = FK Indjija [men; last season none; 1 providers: eafc] (T1),"v0 reep_t8be1140b = FK Inđija (T1, QID Q591746)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,6845,Interblock Ljubljana,Slovenia,,both,"v1 rt51622f9ac34b4c = IB 1975 Ljubljana [men; last season 2026; 4 providers: api_football, fifa, opta, wyscout] (T2a-alias)","v0 reep_t4ad52f43 = NK Interblock (T1, QID Q845146)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7037,Atlético Bilbao,Spain,,both,"v1 rtd29a7a123d25a1 = Athletic Club [men; last season 2026; 11 providers: capology, clubelo, espn, fifa, fotmob] (T2a-alias)","v0 reep_tcd39b402 = Bilbao Football Club (T2a, QID Q5728541)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7039,Bilbao Athletic,Spain,,both,"v1 rtd29a7a123d25a1 = Athletic Club [men; last season 2026; 11 providers: capology, clubelo, espn, fifa, fotmob] (T2a-alias)","v0 reep_tcd39b402 = Bilbao Football Club (T2a, QID Q5728541)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7393,UDC Chantrea,Spain,,both,"v1 rt987a02e982ef63 = Txantrea [men; last season 2026; 3 providers: api_football, opta, sportmonks] (T1-alias)","v0 reep_t2ec96ab7 = UDC Chantrea (T1, QID Q3752096)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7463,Enköpings SK,Sweden,,both,"v1 rt57a09163452c77 = Enköping [men; last season 2026; 6 providers: api_football, fifa, fotmob, opta, uefa] (T1-alias)","v0 reep_t9b9b69ea = Enköpings SK (T1, QID Q13491817)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7465,Fässbergs IF,Sweden,,both,"v1 rt1f446bd1f1a4a7 = Fässberg [men; last season 2008; 2 providers: opta, wyscout] (T1-alias)","v0 reep_t7f2db7ca = Fässbergs IF (T1, QID Q125531)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7429,Åtvidabergs FF,Sweden,,both,"v1 rtce5e5fb7d5cbaa = Åtvidaberg [men; last season 2026; 8 providers: capology, eafc, fifa, fm, fotmob] (T1-alias)","v0 reep_t6f6c9fe2 = Åtvidabergs FF (T1, QID Q271349)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7521,Urania Genève Sport,Switzerland,,both,"v1 rt17bc9d9c831421 = UGS [men; last season 2026; 4 providers: api_football, fm, opta, wyscout] (T1-alias)","v0 reep_t8242f6e5 = Urania Genève Sport (T1, QID Q690082)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,1008,Nakhon Ratchasima,Thailand,,both,"v1 rt7d4dd6746dc41b = Nakhonratchasima [men; last season 2026; 8 providers: eafc, espn, fifa, fotmob, opta] (T1-alias)","v0 reep_t627a082f = Nakhon Ratchasima F.C. (T2a, QID Q1387396)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7687,Akhisar BGS,Turkey,,both,"v1 rtc3116a4ba0e4e9 = Akhisarspor [men; last season 2024; 10 providers: api_football, capology, eafc, espn, fifa] (T1-alt)","v0 reep_t1c837a96 = Akhisar Belediyespor (T1-alias-alt, QID Q417685)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7699,Alibeyköy,Turkey,,both,"v1 rted7155f91bc9fe = Alibeyköyspor [men; last season 2019; 5 providers: api_football, fm, fotmob, opta, wyscout] (T1-alias)","v0 reep_t5760b420 = Alibeyköy SK (T2a, QID Q1636001)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7723,Güneş,Turkey,,both,v1 rt98328aff901c9e = Güneşspor [men; last season 1967; 1 providers: opta] (T1-alias),"v0 reep_t0858d50d = Güneş SK (T2a, QID Q5626968)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7671,Zonguldak Kömürspor,Turkey,,both,"v1 rt804771e87fdb50 = Zonguldakspor FK [men; last season 2026; 4 providers: fifa, fotmob, opta, wyscout] (T1-alias)","v0 reep_t343c1e0f = Zonguldak Kömürspor (T1, QID Q219935)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7747,Çankaya,Turkey,,both,"v1 rtf023cf131d435f = Çankayaspor [men; last season 2026; 4 providers: api_football, fifa, opta, wyscout] (T1-alias)","v0 reep_t6c66c34a = Çankaya FK (T2a, QID Q6091798)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,504,Uganda Revenue Authority,Uganda,,both,"v1 rt737d3c88129597 = URA [men; last season 2026; 3 providers: api_football, opta, wyscout] (T2a-alias)","v0 reep_tdfb509a5 = Uganda Revenue Authority SC (T2a, QID Q672826)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,7840,FC Cherkashchyna,Ukraine,,both,"v1 rt453906e7c91eca = Cherkaskyi Dnipro [gender blank; last season 2021; 3 providers: api_football, opta, wyscout] (T2a-alias)","v0 reep_tea29e63d = FC Cherkashchyna (T1, QID Q2587695)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,1058,Shurtan Guzar,Uzbekistan,,both,"v1 rta2064aacf5bce9 = Shortan [men; last season 2025; 5 providers: api_football, fifa, opta, skillcorner, wyscout] (T1-alias)","v0 reep_t88772d7b = FC Shurtan Guzar (T2a, QID Q181858)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,9686,Deportivo Petare,Venezuela,,both,"v1 rtf7b022646b9584 = Deportivo Miranda [men; last season 2019; 4 providers: eafc, opta, sportmonks, wyscout] (T2a-alias)","v0 reep_t31e3ab05 = Deportivo Petare F.C. (R2 subset, QID Q1191699)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
3 v0/v1 point at differently named records,9695,SD Centro Italo Venezolano,Venezuela,,both,"v1 rtfbc3e599ea225a = Guatire [men; last season 2010; 3 providers: api_football, opta, wyscout] (T2a-alias)","v0 reep_t28873e0d = SD Centro Italo Venezolano (T1, QID Q3664920)",,,,"BOTH if same club under two labels, V1 or V0 if only one is right, NONE if neither"
4 elimination match on thin evidence (1-2 seasons),8750,Clube Sociedade Esportiva,Brazil,4,v1,"rtc21fb9e559a53e = Caxias do Sul [men; last season 2026; 6 providers: espn, fifa, fm, fotmob, opta]",NONE,2024 Copa do Brasil ELIM-short,rtc21fb9e559a53e,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),8787,São Joseense,Brazil,4,v1,"rt56602c3a84b420 = Athletico Paranaense [men; last season 2026; 9 providers: capology, eafc, espn, fifa, fotmob]",NONE,2023 Copa do Brasil ELIM-short,rt56602c3a84b420,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),542,North Queensland Fury,Australia,,v1,"rt00713e1ee32a6b = Northern Fury [men; last season 2011; 3 providers: espn, opta, sportmonks]",NONE,2009/2010 A-League Men ELIM-1 | 2010/2011 A-League Men ELIM-token,rt00713e1ee32a6b,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1263,DSV Leoben,Austria,,v1,"rt97f27f34a55737 = Leoben [men; last season 2025; 7 providers: api_football, fifa, fotmob, opta, skillcorner]",NONE,2023/2024 2. Liga ELIM-short,rt97f27f34a55737,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1251,FC Linz,Austria,,v1,"rte4db6d4d73e5d7 = Blau-Weiß Linz [men; last season 2026; 10 providers: capology, clubelo, eafc, espn, fifa]",NONE,1996/1997 Bundesliga ELIM-short,rte4db6d4d73e5d7,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1247,Weiner SK,Austria,,v1,"rtf4dce4518d422d = Wiener Sport-Club [men; last season 1994; 2 providers: fm, wyscout]",NONE,1993/1994 Bundesliga ELIM-short,rtf4dce4518d422d,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1342,Shahdagh Qusar,Azerbaijan,,v1,"rtfe922397219004 = Şahdağ [men; last season 2026; 4 providers: api_football, opta, sportmonks, wyscout]",NONE,2006/2007 Premyer Liqa ELIM-short,rtfe922397219004,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1439,FC Brest,Belarus,,v1,"rt60668d75758e99 = Dinamo Brest [men; last season 2026; 9 providers: api_football, clubelo, eafc, espn, fifa]",NONE,2011 Premier League ELIM-1,rt60668d75758e99,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1442,Torpedo-MAZ,Belarus,,v1,"rt44fcfa02d27baf = Torpedo [gender blank; last season 2023; 4 providers: fm, fotmob, opta, wyscout]",NONE,2001 Premier League ELIM-token | 2002 Premier League ELIM-token,rt44fcfa02d27baf,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1557,FCN Sint-Niklaas,Belgium,,v1,"rtedf4feb01f6d52 = SK Sint-Niklaas [men; last season 2024; 6 providers: api_football, fotmob, opta, sportmonks, uefa]",NONE,2011/2012 Challenger Pro League ELIM-short | 2012/2013 Challenger Pro League ELIM-short,rtedf4feb01f6d52,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1516,K. Sint-Niklase SK,Belgium,,v1,rta553b374354f52 = Sint-Niklase [gender blank; last season 1985; 1 providers: opta],NONE,1984/1985 First Division A ELIM-token,rta553b374354f52,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1554,White Star Woluwe,Belgium,,v1,"rt16a25e39bb998d = White Star Bruxelles [men; last season 2018; 4 providers: fotmob, opta, sportmonks, wyscout]",NONE,2012/2013 Challenger Pro League ELIM-token,rt16a25e39bb998d,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),9300,Clube Esportivo,Brazil,,v1,"rt9e9623f3f2afe3 = Esportivo [men; last season 2023; 4 providers: fifa, fotmob, opta, wyscout]",NONE,2021 Copa do Brasil ELIM-name,rt9e9623f3f2afe3,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),8917,Cruzeiro de Arapiraca,Brazil,,v1,"rtd076c288773b0f = Cruzeiro [men; last season 2026; 8 providers: capology, espn, fifa, fotmob, opta]",NONE,2023 Copa do Brasil ELIM-token,rtd076c288773b0f,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),9213,Flamengo de Arcoverde,Brazil,,v1,"rtccac7818bac957 = Flamengo [men; last season 2026; 8 providers: capology, espn, fifa, fotmob, opta]",NONE,(prior pass) (prior pass) 2018 Copa do Brasil ELIM-token,rtccac7818bac957,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),8936,Santos Macapá-Amapá,Brazil,,v1,"rta1b061380a4b09 = Santos [men; last season 2026; 8 providers: capology, espn, fifa, fotmob, opta]",NONE,2019 Copa do Brasil ELIM-token,rta1b061380a4b09,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),9169,São Paulo Crystal,Brazil,,v1,"rt504d2cbfcd2bc7 = São Paulo [men; last season 2026; 8 providers: capology, espn, fifa, fotmob, opta]",NONE,2022 Copa do Brasil ELIM-token,rt504d2cbfcd2bc7,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),9228,Vitória das Tabocas,Brazil,,v1,"rtce0e4e68d89aac = Vitória [men; last season 2026; 8 providers: capology, espn, fifa, fm, fotmob]",NONE,2019 Copa do Brasil ELIM-short,rtce0e4e68d89aac,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1728,PFC Haskovo,Bulgaria,,v1,"rte5a4064acbddf5 = FK Haskovo [men; last season 2026; 2 providers: opta, wyscout]",NONE,2014/2015 First League ELIM-name,rte5a4064acbddf5,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1737,PFK Velbazhd,Bulgaria,,v1,"rte65acef530c3fa = Velbazhd Kyustendil [men; last season 2008; 3 providers: fm, opta, wyscout]",NONE,1999/2000 First League ELIM-token | 2000/2001 First League ELIM-token,rte65acef530c3fa,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),624,Dalian Yifang,China,,v1,"rtf970a9446a1b24 = Dalian Pro [men; last season 2023; 6 providers: fifa, fotmob, opta, skillcorner, sportmonks]",NONE,2018 Chinese Super League ELIM-short | 2019 Chinese Super League ELIM-short,rtf970a9446a1b24,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),596,Guangzhou GPC,China,,v1,"rt6dc99fc86ad891 = Guangzhou [men; last season 2024; 5 providers: eafc, fifa, fotmob, opta, wyscout]",NONE,2008 Chinese Super League ELIM-short | 2009 Chinese Super League ELIM-short,rt6dc99fc86ad891,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),629,Qingdao Huanghai,China,,v1,"rt56ce50212d2a1b = Qingdao FC [men; last season 2021; 5 providers: fifa, fotmob, opta, sportmonks, wyscout]",NONE,2020 Chinese Super League ELIM-short,rt56ce50212d2a1b,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),598,Shenzhen Asia Travel FC,China,,v1,"rt2ed7653e2dd15c = Shenzhen [men; last season 2023; 6 providers: fifa, fotmob, opta, skillcorner, sportmonks]",NONE,2009 Chinese Super League ELIM-token,rt2ed7653e2dd15c,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),599,Shenzhen Kingway,China,,v1,"rt2ed7653e2dd15c = Shenzhen [men; last season 2023; 6 providers: fifa, fotmob, opta, skillcorner, sportmonks]",NONE,2006 Chinese Super League ELIM-token,rt2ed7653e2dd15c,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),600,Shenzhen Ruby,China,,v1,"rt2ed7653e2dd15c = Shenzhen [men; last season 2023; 6 providers: fifa, fotmob, opta, skillcorner, sportmonks]",NONE,2010 Chinese Super League ELIM-token | 2011 Chinese Super League ELIM-token,rt2ed7653e2dd15c,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),601,Shenzhen Shangqingyin,China,,v1,"rt2ed7653e2dd15c = Shenzhen [men; last season 2023; 6 providers: fifa, fotmob, opta, skillcorner, sportmonks]",NONE,2007 Chinese Super League ELIM-token,rt2ed7653e2dd15c,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),602,Shenzhen Xiangxue Eisiti,China,,v1,"rt2ed7653e2dd15c = Shenzhen [men; last season 2023; 6 providers: fifa, fotmob, opta, skillcorner, sportmonks]",NONE,2008 Chinese Super League ELIM-token,rt2ed7653e2dd15c,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),651,Zhejiang Bebei Greentown,China,,v1,"rt7d00d17ba329a0 = Zhejiang [men; last season 2026; 9 providers: eafc, espn, fifa, fm, fotmob]",NONE,2007 Chinese Super League ELIM-token,rt7d00d17ba329a0,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1888,ENTHOI Lakatamia FC,Cyprus,,v1,"rtf5f335a20b1b6d = EN THOI Lakatamia [gender blank; last season 2021; 2 providers: opta, wyscout]",NONE,2005/2006 1. Division ELIM-1,rtf5f335a20b1b6d,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1881,Ethnikos Assia,Cyprus,,v1,"rt083f6626328b39 = Ethnikos Assias [men; last season 2018; 4 providers: api_football, opta, sportmonks, wyscout]",NONE,2001/2002 1. Division ELIM-1,rt083f6626328b39,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),1954,AFK Lazne Bohdanec,Czech Republic,,v1,rt2eb9e26fb54167 = Bohdanec [men; last season 1998; 1 providers: opta],NONE,1997/1998 Czech Liga ELIM-token,rt2eb9e26fb54167,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),179,Al Minya FC,Egypt,,v1,"rte48a7a50ceff49 = El Minya [men; last season 2026; 4 providers: api_football, opta, sportmonks, wyscout]",NONE,2013/2014 Premier League ELIM-1,rte48a7a50ceff49,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),157,Eastern Company SC,Egypt,,v1,"rtd8885e02765292 = El Sharqia Dokhan [men; last season 2022; 5 providers: api_football, fifa, fotmob, opta, wyscout]",NONE,2021/2022 Premier League ELIM-1,rtd8885e02765292,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),173,El Sharkia SC,Egypt,,v1,"rt0d63ac4fbb406e = El Sharqiya [men; last season 2017; 3 providers: opta, sportmonks, wyscout]",NONE,2016/2017 Premier League ELIM-1,rt0d63ac4fbb406e,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),170,Nasr Cairo,Egypt,,v1,"rta18bb8fc3b965e = Al Nasr [men; last season 2026; 5 providers: api_football, fotmob, opta, sportmonks, wyscout]",NONE,2014/2015 Premier League ELIM-token | 2017/2018 Premier League ELIM-token,rta18bb8fc3b965e,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),2518,Gravesend & Northfleet,England,,v1,"rt49f0771087c715 = Preston North End [gender blank; last season 2026; 12 providers: capology, clubelo, eafc, espn, fifa]",NONE,2006/2007 FA Cup ELIM-token,rt49f0771087c715,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),2757,Maag Tammeka,Estonia,,v1,"rt1908fdb3728bc8 = Tammeka [men; last season 2026; 6 providers: eafc, fifa, fotmob, opta, sportmonks]",NONE,2007 Premium liiga ELIM-1 | 2008 Premium liiga ELIM-token,rt1908fdb3728bc8,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),2771,VB Vágur,Faroe Islands,,v1,"rt2a201b48908541 = Suduroy [men; last season 2026; 7 providers: api_football, eafc, fifa, fotmob, opta]",NONE,2006 Meistaradeildin ELIM-1 | 2007 Meistaradeildin ELIM-1,rt2a201b48908541,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),2801,KPV Kokkola,Finland,,v1,"rt2a3dddade9ec05 = KPV [men; last season 2026; 6 providers: capology, fifa, fotmob, opta, sportmonks]",NONE,2019 Veikkausliiga ELIM-1,rt2a3dddade9ec05,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),3170,Gap HAFC,France,,v1,"rteacc9147d9044d = Gap [men; last season 2011; 3 providers: api_football, opta, wyscout]",NONE,2010/2011 National 1 ELIM-short,rteacc9147d9044d,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),3243,US Lusitanos Saint-Maur,France,,v1,"rt1379faff436bd2 = St Maur Lusitanos [men; last season 2026; 3 providers: api_football, opta, wyscout]",NONE,2001/2002 National 1 ELIM-token,rt1379faff436bd2,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),3857,Man United Gibraltar,Gibraltar,,v1,"rt958a2da84f261b = Manchester 62 [men; last season 2026; 4 providers: api_football, fifa, opta, wyscout]",NONE,2014/2015 League Cup ELIM-1,rt958a2da84f261b,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),3933,AO Glyfada,Greece,,v1,"rta695f88fde8b0e = Glyfadas [men; last season 2014; 3 providers: api_football, opta, wyscout]",NONE,2013/2014 Cup ELIM-token,rta695f88fde8b0e,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),3966,Tilikratis Lefkada,Greece,,v1,"rtdcff6e5d073d9b = Tilikratis [men; last season 2024; 6 providers: api_football, fifa, fotmob, opta, uefa]",NONE,2023/2024 Super League 2 ELIM-token,rtdcff6e5d073d9b,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),750,Pegah Gilan,Iran,,v1,"rtb869a6c159b9b4 = Damash Gilanian [men; last season 2026; 3 providers: api_football, fotmob, opta]",NONE,2007/2008 Persian Gulf Pro League ELIM-token,rtb869a6c159b9b4,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4276,Hakoah Maccabi Ramat Gan,Israel,,v1,"rt08d58fda44796b = Hakoah Ramat Gan [men; last season 2026; 3 providers: api_football, opta, wyscout]",NONE,2006/2007 Ligat Ha'al ELIM-1 | 2008/2009 Ligat Ha'al ELIM-1,rt08d58fda44796b,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4258,Ironi Kiryat Ata,Israel,,v1,"rte2b9a58d5639f2 = Maccabi Kiryat Ata [men; last season 2018; 3 providers: api_football, opta, wyscout]",NONE,2001/2002 Ligat Ha'al ELIM-1 | 2008/2009 Liga Leumit ELIM-token,rte2b9a58d5639f2,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4420,Aversa Normanna,Italy,,v1,"rt3957633d151cec = Real Normanna [men; last season 2026; 3 providers: api_football, opta, wyscout]",NONE,2014/2015 Coppa Italia Serie C ELIM-token,rt3957633d151cec,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4422,Ischia Isolaverde,Italy,,v1,"rt199a67d4ed0ac5 = Ischia [men; last season 2026; 3 providers: api_football, opta, wyscout]",NONE,2014/2015 Coppa Italia Serie C ELIM-token | 2015/2016 Serie C ELIM-token,rt199a67d4ed0ac5,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4444,Lupa Castelli Romani,Italy,,v1,"rt752abc375107d5 = Lupa Roma [men; last season 2023; 3 providers: api_football, opta, wyscout]",NONE,2015/2016 Serie C ELIM-token,rt752abc375107d5,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4515,Montevarchi Aquila,Italy,,v1,"rtc5b5395886f2a9 = Aquila Montevarchi [men; last season 2026; 6 providers: eafc, fifa, fotmob, opta, sportmonks]",NONE,1999/2000 Serie C ELIM-token,rtc5b5395886f2a9,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4485,Pesaro,Italy,,v1,"rt1fec722b90d59e = Vis Pesaro [men; last season 2026; 8 providers: capology, eafc, fifa, fotmob, opta]",NONE,2018/2019 Serie C ELIM-short,rt1fec722b90d59e,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4449,Unicusano Fondi,Italy,,v1,"rt732f8de29b02c6 = Fondi [men; last season 2018; 4 providers: api_football, fotmob, opta, wyscout]",NONE,2016/2017 Coppa Italia Serie C ELIM-short,rt732f8de29b02c6,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4684,Valle del Giovenco,Italy,,v1,"rta73811c64268e0 = Pescina [men; last season 2010; 3 providers: opta, sportmonks, wyscout]",NONE,2009/2010 Serie C ELIM-short,rta73811c64268e0,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4742,Vostok Altyn,Kazakhstan,,v1,"rt41c94311555dd6 = Vostok [men; last season 2015; 3 providers: api_football, opta, wyscout]",NONE,2002 Premier League ELIM-token,rt41c94311555dd6,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4814,FK Vindava,Latvia,,v1,"rt04b42a3b847c39 = Vindava Ventspils [men; last season 2008; 3 providers: opta, sportmonks, wyscout]",NONE,2008 Virsliga ELIM-token,rt04b42a3b847c39,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4827,JFK Olimps,Latvia,,v1,"rtefbb356df962f1 = Olimps / RFS [gender blank; last season 2011; 2 providers: opta, wyscout]",NONE,2005 Virsliga ELIM-token | 2007 Virsliga ELIM-token,rtefbb356df962f1,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4818,SK Dizvanagi,Latvia,,v1,"rt44702fae733992 = Blāzma [gender blank; last season 2011; 2 providers: opta, wyscout]",NONE,2006 Virsliga ELIM-short,rt44702fae733992,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4891,FK LKKA-Teledema,Lithuania,,v1,"rtfc32fcfdad5a60 = Atletas [men; last season 2010; 2 providers: opta, wyscout]",NONE,2009 Toplyga ELIM-short,rtfc32fcfdad5a60,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4890,FK Lietava,Lithuania,,v1,"rt3d251196a4f7be = Jonava [men; last season 2026; 6 providers: api_football, fifa, fotmob, opta, sportmonks]",NONE,2016 Toplyga ELIM-short,rt3d251196a4f7be,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),4887,REO Vilnius,Lithuania,,v1,"rtab994d26db6bf5 = Vilnius [men; last season 2012; 2 providers: opta, wyscout]",NONE,2012 Toplyga ELIM-short,rtab994d26db6bf5,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),5065,FC Speranţa Crihana Veche,Moldova,,v1,"rtfb619c3eb1ec35 = Speranţa Cahul [men; last season 2014; 2 providers: opta, wyscout]",NONE,2012/2013 Super Liga ELIM-token | 2013/2014 Super Liga ELIM-token,rtfb619c3eb1ec35,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),5310,Xerxes,Netherlands,,v1,"rt7842dd36a40323 = XerxesDZB (Zon) [men; last season 2009; 2 providers: opta, sportmonks]",NONE,1965/1966 Eerste Divisie ELIM-1,rt7842dd36a40323,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),5543,IL Hødd,Norway,,v1,"rtc9fa47d560c196 = Hødd [men; last season 2026; 9 providers: api_football, eafc, espn, fifa, fotmob]",NONE,1995 Eliteserien ELIM-1,rtc9fa47d560c196,,"write the reep id to accept, or NONE"
